BJD - 2454833, Corrected Flux
2104.722979381, 1.032370625,
2104.743410892, 1.033245507,
2104.763842503, 1.032408557,
2104.784274214, 1.033687384,
2104.804705825, 1.032413241,
2104.825137336, 1.033200901,
2104.866000659, 1.028955764,
2104.886432270, 1.026654781,
2104.906863881, 1.026723997,
2104.927295492, 1.029454510,
2104.947727103, 1.022837079,
2104.968158714, 1.022124580,
2104.988590226, 1.019942330,
2105.009021937, 1.017530488,
2105.029453548, 1.017956070,
2105.049885059, 1.015334237,
2105.111179893, 1.018598473,
2105.131611604, 1.014392967,
2105.152043215, 1.006643591,
2105.172474927, 1.006167643,
2105.192906438, 1.009132696,
2105.213338049, 1.006954267,
2105.254201272, 0.995899853,
2105.274632883, 0.992374097,
2105.295064594, 0.993584764,
2105.376791039, 1.009765502,
2105.397222651, 1.010253289,
2105.438085873, 1.008317441,
2105.458517585, 1.010525370,
2105.478949096, 1.007349110,
2105.499380707, 0.999767359,
2105.519812419, 0.989747652,
2105.560675542, 1.003912728,
2105.581107253, 0.995996384,
2105.601538764, 0.995358363,
2105.621970476, 0.993250963,
2105.642402087, 0.992402170,
2105.662833599, 0.993911708,
2105.683265310, 0.997395780,
2105.703696822, 0.996460173,
2105.724128433, 0.998230787,
2105.744560145, 1.001796227,
2105.764991656, 1.005493559,
2105.785423268, 1.004789526,
2105.805854979, 1.001638320,
2105.846718203, 1.001268288,
2105.867149814, 0.995539811,
2105.887581426, 1.001201728,
2105.908013037, 0.996470636,
2105.928444649, 0.995384097,
2105.948876261, 0.997770188,
2105.969307972, 1.001411964,
2105.989739484, 1.001584735,
2106.010171096, 1.004320863,
2106.030602807, 1.006177851,
2106.051034319, 1.007575830,
2106.091897643, 1.009006842,
2106.112329155, 1.015552671,
2106.132760866, 1.013248040,
2106.153192478, 1.017024757,
2106.173623990, 1.013064701,
2106.194055702, 1.011584263,
2106.214487314, 1.011749120,
2106.234918826, 1.011917088,
2106.255350538, 1.011121538,
2106.275782149, 1.011215519,
2106.296213761, 1.013495848,
2106.337076985, 1.009706793,
2106.357508597, 1.006394360,
2106.377940209, 1.004262289,
2106.398371821, 1.007408001,
2106.418803433, 1.001346596,
2106.439235046, 1.001265432,
2106.459666658, 1.000803733,
2106.480098270, 1.001541392,
2106.500529882, 1.003618977,
2106.520961494, 1.006263251,
2106.541393206, 1.006473953,
2106.582256431, 1.005200603,
2106.602688043, 1.006711044,
2106.623119555, 1.008774755,
2106.643551268, 1.011216357,
2106.663982880, 1.014136204,
2106.684414392, 1.009304461,
2106.704846105, 1.009082921,
2106.725277717, 1.009444291,
2106.745709230, 1.007638493,
2106.766140942, 1.006024460,
2106.786572554, 1.009026646,
2106.827435780, 1.010842811,
2106.847867392, 1.012482356,
2106.868299105, 1.011053072,
2106.888730617, 1.005520004,
2106.909162230, 1.000865756,
2106.929593943, 0.999552564,
2106.950025455, 0.997919280,
2106.970457068, 0.996550112,
2106.990888781, 0.998585303,
2107.011320393, 1.003790291,
2107.031752006, 1.004344267,
2107.072615132, 1.008718835,
2107.093046845, 1.008751904,
2107.113478458, 1.011196591,
2107.133909971, 1.011669372,
2107.154341684, 1.012931464,
2107.174773297, 1.015278509,
2107.195204810, 1.013781716,
2107.236068136, 1.006978590,
2107.256499849, 1.006985053,
2107.338226202, 1.008743615,
2107.358657815, 1.006079317,
2107.379089528, 1.006319249,
2107.399521041, 1.007193470,
2107.419952655, 1.009948625,
2107.440384368, 1.006957126,
2107.460815982, 1.005258502,
2107.481247595, 1.006653350,
2107.501679209, 1.000002709,
2107.522110822, 0.997399635,
2107.542542436, 0.998508216,
2107.562974049, 1.000543816,
2107.583405663, 1.001782347,
2107.603837376, 0.995330403,
2107.624268890, 0.994923034,
2107.644700504, 0.995761428,
2107.665132218, 0.997104248,
2107.685563731, 0.997082617,
2107.705995445, 0.997308768,
2107.726426959, 0.996887170,
2107.746858573, 0.996565925,
2107.767290287, 0.994165854,
2107.808153415, 0.992172726,
2107.828585129, 0.993165038,
2107.849016643, 0.998101240,
2107.869448257, 0.994025288,
2107.889879971, 0.996117875,
2107.910311485, 1.000069395,
2107.930743100, 0.998343854,
2107.951174814, 0.998805171,
2107.992038042, 0.998312511,
2108.053332886, 0.995337787,
2108.073764500, 0.989350922,
2108.094196115, 0.991106647,
2108.114627729, 0.990799984,
2108.135059344, 0.987300096,
2108.155490959, 0.989530163,
2108.175922673, 0.988712324,
2108.196354188, 0.984975411,
2108.216785903, 0.982063085,
2108.237217518, 0.975322361,
2108.257649032, 0.970513159,
2108.318943877, 0.970189089,
2108.339375592, 0.971762517,
2108.359807207, 0.967024288,
2108.380238722, 0.962874779,
2108.400670438, 0.961324982,
2108.421102053, 0.963480953,
2108.441533668, 0.969171464,
2108.461965283, 0.972529876,
2108.482396799, 0.970693018,
2108.502828514, 0.972327443,
2108.543691745, 0.977522817,
2108.564123360, 0.986271943,
2108.584554976, 0.984723650,
2108.604986591, 0.989359531,
2108.645849823, 1.001821885,
2108.666281538, 1.008721891,
2108.686713154, 1.012291209,
2108.707144670, 1.010261755,
2108.788871234, 0.994949522,
2108.809302850, 0.986153688,
2108.829734366, 0.987538849,
2108.850166082, 0.992990771,
2108.870597698, 0.996823602,
2108.891029414, 1.002208758,
2108.911460931, 1.006678601,
2108.931892547, 1.008153122,
2108.952324263, 1.012797428,
2108.972755780, 1.007756657,
2108.993187396, 0.990859165,
2109.054482246, 0.988345258,
2109.074913963, 0.983031570,
2109.095345480, 0.983062143,
2109.115777196, 0.977979853,
2109.136208713, 0.974785081,
2109.156640330, 0.977537662,
2109.177072047, 0.979529709,
2109.197503564, 0.983111264,
2109.217935181, 0.992799395,
2109.238366898, 0.992531979,
2109.299661750, 1.016128002,
2109.320093367, 1.009202261,
2109.340525084, 1.011499822,
2109.360956602, 1.010463943,
2109.381388219, 1.013586517,
2109.401819937, 1.008070319,
2109.422251454, 1.008272348,
2109.442683072, 1.007635629,
2109.463114790, 1.007528650,
2109.483546307, 1.008978241,
2109.524409643, 1.005604696,
2109.544841161, 1.006996404,
2109.565272879, 1.006517191,
2109.585704497, 1.009885095,
2109.606136015, 1.004904882,
2109.626567733, 1.004162155,
2109.646999351, 1.003866521,
2109.667430970, 1.005233034,
2109.687862588, 1.004140928,
2109.708294206, 1.005280742,
2109.728725825, 1.007268725,
2109.769589062, 1.007499848,
2109.790020680, 1.003721258,
2109.810452399, 1.003521817,
2109.830883918, 1.005014489,
2109.851315636, 1.005046523,
2109.871747155, 1.004429986,
2109.892178774, 1.009055253,
2109.912610493, 1.009003301,
2109.933042012, 1.009383945,
2109.953473631, 1.007329356,
2110.014768589, 1.009199586,
2110.035200208, 1.008645253,
2110.055631727, 1.006250466,
2110.076063447, 1.004741830,
2110.096495066, 1.005883709,
2110.116926586, 1.005646044,
2110.137358305, 1.006743158,
2110.157789925, 1.006125547,
2110.178221545, 1.006619775,
2110.198653164, 1.003082672,
2110.259948024, 1.002318196,
2110.280379644, 1.005099985,
2110.300811364, 1.001897258,
2110.321242985, 0.996727556,
2110.341674505, 0.996973750,
2110.362106225, 0.996775540,
2110.382537846, 0.996119787,
2110.402969466, 0.996440926,
2110.423401087, 0.996319101,
2110.443832707, 0.996310379,
2110.464264328, 0.995037118,
2110.505127469, 0.996002379,
2110.525559190, 0.995366988,
2110.545990811, 0.994784066,
2110.566422332, 0.997949225,
2110.586854053, 0.999218111,
2110.607285674, 1.003173664,
2110.627717395, 1.004374394,
2110.648148916, 1.005763351,
2110.668580538, 1.010168783,
2110.689012259, 1.013784089,
2110.770738645, 0.996620407,
2110.791170267, 1.018484185,
2110.811601989, 1.034391990,
2110.832033511, 1.019242788,
2110.852465233, 1.010891950,
2110.872896855, 1.003603463,
2110.893328477, 0.997620159,
2110.913760099, 0.991211661,
2110.934191721, 0.988567291,
2110.954623343, 0.995428942,
2110.975054966, 1.000571903,
2110.995486588, 0.999392278,
2111.015918211, 1.000798641,
2111.036349933, 1.002748220,
2111.077213179, 1.004869139,
2111.097644801, 1.005905995,
2111.118076324, 1.000856196,
2111.138508047, 1.004462383,
2111.158939570, 1.001046332,
2111.179371193, 0.993768440,
2111.261097787, 0.997711519,
2111.281529310, 0.994146743,
2111.301961034, 0.990314323,
2111.322392657, 0.988236572,
2111.342824181, 0.976329546,
2111.363255905, 0.964938217,
2111.383687528, 0.959128357,
2111.404119152, 0.956805411,
2111.424550776, 0.964064639,
2111.444982400, 0.965701885,
2111.485845649, 0.988103444,
2111.506277273, 0.994173561,
2111.526708997, 0.996801592,
2111.547140622, 1.000572816,
2111.567572146, 1.003055725,
2111.588003871, 1.000379271,
2111.608435496, 1.003216782,
2111.628867021, 1.005491236,
2111.649298745, 1.006063477,
2111.669730370, 1.005582099,
2111.690162095, 1.008194805,
2111.731025246, 1.009305229,
2111.751456971, 1.014113845,
2111.771888496, 1.011076817,
2111.792320122, 1.011389592,
2111.812751747, 1.013952771,
2111.833183373, 1.016066418,
2111.853614998, 1.017678171,
2111.874046624, 1.022972613,
2111.894478250, 1.019509457,
2111.914909976, 1.019798579,
2111.935341502, 1.015861715,
2111.976204854, 1.023146896,
2111.996636380, 1.025400434,
2112.017068007, 1.017327849,
2112.037499733, 1.016994994,
2112.057931360, 1.017611149,
2112.078362986, 1.018438499,
2112.098794613, 1.022338967,
2112.119226239, 1.018322200,
2112.139657866, 1.015925700,
2112.160089493, 1.014948645,
2112.180521120, 1.012885004,
2112.221384374, 1.016084543,
2112.241816002, 1.012190557,
2112.262247729, 1.010022542,
2112.282679257, 1.009613078,
2112.323542612, 1.005516158,
2112.343974139, 1.004916255,
2112.364405867, 1.003198479,
2112.384837495, 1.002947396,
2112.405269023, 1.003808549,
2112.425700751, 1.001820583,
2112.466563907, 0.998457261,
2112.486995636, 0.996566007,
2112.507427264, 0.995674572,
2112.527858892, 0.994847172,
2112.548290521, 0.989972193,
2112.568722150, 0.991888315,
2112.589153778, 0.991641917,
2112.609585407, 0.991595703,
2112.630017036, 0.992897759,
2112.650448665, 0.994029197,
2112.670880294, 0.995418284,
2112.711743653, 0.995239421,
2112.732175182, 0.995222171,
2112.752606912, 0.997103537,
2112.773038541, 0.999819117,
2112.793470071, 1.001032875,
2112.813901801, 1.001776530,
2112.834333430, 1.008297278,
2112.854764960, 1.012855611,
2112.875196690, 1.012483932,
2112.956923212, 1.016095388,
2112.977354942, 1.015442323,
2112.997786473, 1.011138995,
2113.018218103, 1.013929982,
2113.038649834, 1.015537842,
2113.059081365, 1.020293056,
2113.079512996, 1.024154999,
2113.099944727, 1.022493722,
2113.242966047, 1.016827611,
2113.263397779, 1.015772993,
2113.283829411, 1.014024196,
2113.304261043, 1.012098111,
2113.324692675, 1.039146542,
2113.345124307, 1.099833833,
2113.365556040, 1.059675894,
2113.385987572, 1.015139175,
2113.406419205, 0.978981239,
2113.426850937, 0.954775041,
2113.447282470, 0.937562771,
2113.467714103, 0.921659175,
2113.488145836, 0.915990209,
2113.508577369, 0.918343426,
2113.529009102, 0.926593042,
2113.549440735, 0.938303507,
2113.569872269, 0.950008208,
2113.590304002, 0.965514428,
2113.610735636, 0.980720969,
2113.631167169, 0.988924286,
2113.651598903, 0.992526786,
2113.692462071, 0.986052877,
2113.712893805, 0.979092343,
2113.733325439, 0.975413350,
2113.753757173, 0.967427998,
2113.774188708, 0.959489651,
2113.794620342, 0.953557864,
2113.815051977, 0.960303174,
2113.855915246, 0.974600543,
2113.876346981, 0.983726280,
2113.896778516, 0.980724627,
2113.937641886, 0.995986760,
2113.958073421, 0.999610703,
2113.978505157, 1.001285533,
2113.998936792, 1.006939608,
2114.019368328, 1.007361260,
2114.039800064, 1.010444403,
2114.060231700, 1.018292594,
2114.080663235, 1.025453407,
2114.101094971, 1.024058924,
2114.121526608, 1.025702675,
2114.141958344, 1.007896170,
2114.182821517, 1.025487543,
2114.203253253, 1.026139882,
2114.223684790, 1.024436728,
2114.244116427, 1.025194009,
2114.264548164, 1.024853758,
2114.284979701, 1.022601927,
2114.305411438, 1.027463586,
2114.325843075, 1.028721759,
2114.346274712, 1.024732033,
2114.366706350, 1.012192531,
2114.428001263, 1.013002937,
2114.448432901, 1.010057590,
2114.468864539, 1.012879370,
2114.489296177, 1.009208607,
2114.509727815, 1.008138311,
2114.530159553, 1.005997292,
2114.550591092, 1.005523456,
2114.571022730, 1.007607077,
2114.591454469, 1.008682162,
2114.611886008, 1.005773983,
2114.673180925, 0.996158276,
2114.693612564, 0.995601072,
2114.714044304, 0.994516506,
2114.734475843, 0.995229781,
2114.754907583, 0.993395118,
2114.775339222, 0.995945831,
2114.795770762, 0.994261625,
2114.816202502, 0.992524469,
2114.836634142, 0.991170076,
2114.857065682, 0.990221828,
2114.877497423, 0.996244079,
2114.938792344, 0.986960567,
2114.959223985, 0.984131674,
2114.979655726, 0.986882315,
2115.000087267, 0.991205922,
2115.020518908, 0.995260679,
2115.040950649, 0.998493591,
2115.061382290, 0.999254142,
2115.081813832, 0.998430717,
2115.102245573, 1.001373090,
2115.122677215, 1.000596876,
2115.183972141, 0.996583914,
2115.204403783, 0.995515376,
2115.224835425, 0.997770895,
2115.245267068, 0.999216913,
2115.265698710, 0.998319166,
2115.286130353, 0.999172238,
2115.306562096, 1.000876510,
2115.326993638, 1.003127392,
2115.347425281, 1.000357465,
2115.367857025, 0.997953306,
2115.408720211, 1.000040804,
2115.429151955, 1.001503083,
2115.449583498, 1.001577121,
2115.470015142, 1.002404369,
2115.490446886, 1.005716400,
2115.510878430, 1.006573964,
2115.531310174, 0.998481585,
2115.551741818, 0.993724219,
2115.572173463, 0.991967327,
2115.592605107, 0.988770896,
2115.613036752, 0.985373710,
2115.653900041, 0.982429226,
2115.674331686, 0.982048014,
2115.694763331, 0.979354398,
2115.715195077, 0.980078217,
2115.735626622, 0.976536214,
2115.756058367, 0.971973113,
2115.776490013, 0.974385309,
2115.796921559, 0.967925305,
2115.817353305, 0.959080233,
2115.837784950, 0.949697256,
2115.858216497, 0.944865934,
2115.899079889, 0.926640324,
2115.919511536, 0.930363182,
2115.939943182, 0.935904261,
2115.960374729, 0.940358562,
2115.980806476, 0.945652750,
2116.001238123, 0.950360894,
2116.021669670, 0.953390129,
2116.042101417, 0.956593514,
2116.062533065, 0.962905050,
2116.082964712, 0.961102105,
2116.103396360, 0.962469059,
2116.144259756, 0.965639193,
2116.164691304, 0.966128700,
2116.185122952, 0.967422649,
2116.205554700, 0.972922523,
2116.225986348, 0.976062553,
2116.246417897, 0.979347592,
2116.266849646, 0.984417596,
2116.287281295, 0.990555500,
2116.307712944, 1.001553600,
2116.328144593, 1.014196266,
2116.348576242, 1.019167217,
2116.389439541, 1.022807269,
2116.409871190, 1.026010719,
2116.430302940, 1.023683490,
2116.450734490, 1.023057997,
2116.471166140, 1.021077648,
2116.491597890, 1.019798908,
2116.512029440, 1.022626351,
2116.532461191, 1.024447296,
2116.552892841, 1.023251936,
2116.573324392, 1.000918109,
2116.593756143, 1.002961309,
2116.634619345, 1.014164177,
2116.655051096, 1.011735338,
2116.675482648, 1.010160459,
2116.695914399, 1.016540710,
2116.736777603, 0.998608524,
2116.757209354, 0.986326309,
2116.777641006, 1.002255395,
2116.798072659, 1.003688319,
2116.818504311, 0.992210380,
2116.838935963, 0.991669305,
2116.900230922, 0.990905499,
2116.920662675, 0.990153122,
2116.941094328, 0.989955203,
2116.981957635, 0.990370537,
2117.002389288, 0.990672030,
2117.022820842, 0.990388086,
2117.043252596, 0.991217684,
2117.084116004, 0.991618398,
2117.145410967, 0.992281097,
2117.165842522, 0.990618040,
2117.186274177, 0.989842741,
2117.206705832, 0.991773778,
2117.227137487, 0.991441519,
2117.247569142, 0.989921151,
2117.268000798, 0.992163182,
2117.288432453, 0.993488613,
2117.308864209, 0.992996069,
2117.329295765, 0.993359976,
2117.390590733, 0.991636811,
2117.411022390, 0.991185786,
2117.431454146, 0.993239978,
2117.451885803, 0.990876896,
2117.472317460, 0.991628453,
2117.492749117, 0.992537935,
2117.513180774, 0.992842714,
2117.533612431, 0.992432593,
2117.554044089, 0.995820552,
2117.574475746, 0.996767849,
2117.594907504, 0.995260322,
2117.615339062, 0.995197670,
2117.635770720, 0.994873249,
2117.676634036, 0.998446435,
2117.697065795, 1.005501094,
2117.717497453, 1.004633722,
2117.737929012, 1.003984756,
2117.758360771, 0.995115959,
2117.778792430, 0.984076820,
2117.799223989, 0.993963199,
2117.819655749, 1.003443192,
2117.880950728, 1.004688250,
2117.901382388, 1.003506893,
2117.921814048, 1.003344027,
2117.942245708, 1.004306556,
2117.962677369, 1.003333543,
2117.983109029, 1.002028877,
2118.003540690, 1.001385245,
2118.023972351, 0.999534037,
2118.044404012, 1.002481674,
2118.064835673, 0.998791881,
2118.105699096, 0.988648333,
2118.126130657, 0.980764949,
2118.146562419, 0.967765688,
2118.166994081, 0.956500322,
2118.187425643, 0.945568610,
2118.207857405, 0.932118524,
2118.228289068, 0.921600342,
2118.248720630, 0.915568743,
2118.269152393, 0.909480874,
2118.289584056, 0.912949132,
2118.310015819, 0.917483252,
2118.350879045, 0.929337707,
2118.371310809, 0.935983798,
2118.391742373, 0.943694728,
2118.412174036, 0.952177424,
2118.432605800, 0.960258383,
2118.453037364, 0.973380076,
2118.473469129, 0.981031542,
2118.493900793, 0.987228537,
2118.514332358, 0.993606694,
2118.534764122, 0.999116353,
2118.555195787, 1.008339125,
2118.596059118, 1.008736195,
2118.677785780, 1.020055802,
2118.698217446, 1.016183856,
2118.718649112, 1.016644133,
2118.739080778, 1.015668870,
2118.759512445, 1.015755629,
2118.779944112, 1.018990578,
2118.800375778, 1.014234270,
2118.841239112, 1.008162953,
2118.861670880, 1.010662230,
2118.882102547, 1.008694124,
2118.902534115, 1.007067309,
2118.922965882, 1.006234933,
2118.943397550, 1.008012249,
2118.984260887, 1.005587816,
2119.025124124, 0.991301038,
2119.045555892, 1.001798551,
2119.106850900, 0.998883741,
2119.127282569, 0.998054865,
2119.147714339, 0.995947842,
2119.168145908, 0.997622769,
2119.188577578, 0.997780376,
2119.209009348, 0.997153621,
2119.229440918, 0.997196499,
2119.249872689, 0.999457017,
2119.270304359, 1.004652180,
2119.290736030, 1.002562714,
2119.352030943, 0.995371814,
2119.372462715, 0.996876183,
2119.392894386, 0.997519221,
2119.413326158, 0.998473950,
2119.433757730, 0.997910933,
2119.454189402, 0.996610978,
2119.474621174, 1.001526145,
2119.495052746, 0.996148791,
2119.515484419, 0.997155310,
2119.535916192, 0.998730880,
2119.576779438, 0.997612943,
2119.597211211, 0.996324609,
2119.617642784, 0.996586342,
2119.638074558, 0.998232192,
2119.658506231, 0.999205241,
2119.678937805, 0.998677352,
2119.699369579, 1.002814682,
2119.719801254, 1.000449254,
2119.740232928, 0.999360818,
2119.760664603, 0.999169020,
2119.781096277, 0.999819469,
2119.821959628, 0.998797264,
2119.842391303, 0.998833943,
2119.862823078, 0.998846099,
2119.883254754, 0.999704587,
2119.903686330, 1.000361970,
2119.924118006, 1.000373579,
2119.944549682, 1.002680365,
2119.964981358, 1.000703351,
2119.985413135, 1.001682917,
2120.005844711, 1.001894357,
2120.026276488, 1.003252222,
2120.067139742, 1.002818713,
2120.087571520, 1.003842565,
2120.108003197, 1.006192884,
2120.128434775, 1.003681057,
2120.148866553, 1.005612909,
2120.169298231, 1.005800473,
2120.189730009, 1.007338262,
2120.210161587, 1.010348224,
2120.230593266, 1.009854760,
2120.251025045, 1.008712695,
2120.271456624, 1.008218623,
2120.312320082, 1.006601146,
2120.332751662, 1.006555734,
2120.353183341, 1.007022130,
2120.373615121, 1.008792342,
2120.394046701, 1.009155574,
2120.414478481, 1.011525544,
2120.434910162, 1.010453040,
2120.455341842, 1.007993471,
2120.475773523, 1.003257236,
2120.496205204, 0.992268407,
2120.516636885, 0.986396839,
2120.557500248, 0.965764486,
2120.577932029, 0.956070336,
2120.598363611, 0.949132528,
2120.618795293, 0.948477733,
2120.639227075, 0.947076926,
2120.659658658, 0.949951415,
2120.680090340, 0.953235056,
2120.700522123, 0.950613967,
2120.720953706, 0.948448828,
2120.802680539, 0.967720287,
2120.823112223, 0.976381842,
2120.843543807, 0.985579064,
2120.863975591, 0.994888220,
2120.884407275, 1.008625102,
2120.904838860, 1.006997016,
2120.945702330, 0.984485403,
2120.966134115, 0.995859647,
2120.986565700, 0.994387495,
2121.088724229, 0.997270033,
2121.109155916, 0.997943100,
2121.129587502, 0.997705230,
2121.150019289, 0.994666648,
2121.170450976, 0.996008571,
2121.190882663, 0.996122793,
2121.211314350, 0.997332986,
2121.231746038, 0.995392082,
2121.252177726, 0.994851014,
2121.272609414, 0.996512320,
2121.293041102, 0.995908086,
2121.313472790, 0.995652275,
2121.333904478, 0.996003463,
2121.354336267, 0.995171110,
2121.374767856, 0.996637853,
2121.395199545, 0.997098170,
2121.415631334, 0.997109416,
2121.436062923, 0.994408358,
2121.456494613, 0.991283297,
2121.476926403, 0.992138008,
2121.497357993, 0.995333752,
2121.538221473, 0.994377187,
2121.558653064, 0.993113122,
2121.579084855, 0.994208600,
2121.599516546, 0.992717395,
2121.619948237, 0.993082393,
2121.640379928, 0.994900875,
2121.660811620, 0.993238562,
2121.681243311, 0.993181419,
2121.701675003, 0.993262006,
2121.722106695, 0.992088981,
2121.742538488, 0.993621681,
2121.783401773, 0.991860773,
2121.803833566, 0.987958421,
2121.844696852, 0.986000676,
2121.865128645, 0.983066428,
2121.885560339, 0.989112853,
2121.905991933, 0.990445309,
2121.926423727, 0.992471212,
2121.946855421, 0.993717470,
2121.967287116, 0.994359665,
2121.987718810, 0.994476150,
2122.049013895, 0.986760449,
2122.069445491, 0.995019593,
2122.089877286, 0.996238351,
2122.110308982, 0.992723909,
2122.130740778, 0.989398226,
2122.151172374, 0.993980063,
2122.171604071, 0.993953105,
2122.192035867, 0.996482755,
2122.212467464, 0.995848052,
2122.232899161, 0.998936955,
2122.273762656, 1.000234303,
2122.294194253, 0.995760298,
2122.314626051, 1.005255708,
2122.335057749, 1.006994955,
2122.355489447, 1.001909317,
2122.375921146, 1.008574692,
2122.396352844, 1.004191893,
2122.416784543, 1.012149719,
2122.437216242, 1.010080783,
2122.457647941, 1.009932597,
2122.478079741, 1.011751324,
2122.518943140, 1.009397315,
2122.539374840, 1.012120028,
2122.559806440, 1.010729040,
2122.580238241, 1.011202822,
2122.600669941, 1.011361903,
2122.621101542, 1.011047741,
2122.641533343, 1.013044651,
2122.661964945, 1.010316389,
2122.702828448, 1.003521303,
2122.723260050, 1.002735255,
2122.784555156, 1.005689225,
2122.804986959, 1.004997002,
2122.825418662, 1.005487819,
2122.845850365, 1.007441461,
2122.866282068, 1.005996135,
2122.886713772, 1.006282288,
2122.907145575, 1.005354918,
2122.927577279, 1.005194634,
2122.948008883, 0.995900615,
2122.968440688, 0.991630878,
2123.029735802, 0.978694507,
2123.050167507, 0.973708893,
2123.070599313, 0.972560485,
2123.091030918, 0.966650331,
2123.111462624, 0.966042488,
2123.131894430, 0.977162142,
2123.152326036, 0.971474220,
2123.172757742, 0.976305383,
2123.193189549, 0.983825086,
2123.213621156, 0.985169641,
2123.274916278, 0.976193561,
2123.295348085, 0.977533499,
2123.315779693, 0.980350594,
2123.336211401, 0.983203453,
2123.356643210, 0.990422769,
2123.377074818, 0.994672512,
2123.397506527, 0.997513963,
2123.417938336, 0.997154398,
2123.438369945, 0.997057595,
2123.458801754, 0.997623059,
2123.499665174, 0.992563791,
2123.520096884, 0.989739299,
2123.540528594, 0.992288085,
2123.560960304, 0.993313762,
2123.581392015, 0.995217636,
2123.601823726, 0.999425930,
2123.622255537, 0.999779995,
2123.642687248, 0.998717417,
2123.663118860, 0.997296542,
2123.683550672, 1.000309922,
2123.703982384, 1.001415251,
2123.744845808, 1.000338099,
2123.765277521, 0.996989953,
2123.785709133, 1.003871845,
2123.806140946, 1.001273591,
2123.826572660, 1.000404789,
2123.847004473, 1.000165902,
2123.867436087, 0.999487416,
2123.887867801, 1.000411379,
2123.908299515, 0.999910952,
2123.928731229, 1.001263500,
2123.949162944, 0.997459206,
2123.990026374, 0.991364390,
2124.010458189, 0.994020494,
2124.030889804, 0.990170270,
2124.051321520, 0.991599259,
2124.071753336, 0.992384193,
2124.092184952, 0.990618672,
2124.112616668, 0.988878597,
2124.133048485, 0.989312320,
2124.153480201, 0.989451271,
2124.173911818, 0.989619952,
2124.194343635, 0.990145809,
2124.235207071, 0.983217082,
2124.255638788, 0.984355175,
2124.276070507, 0.980684053,
2124.296502325, 0.982275460,
2124.316933943, 0.981706577,
2124.337365662, 0.981653317,
2124.357797481, 0.982040851,
2124.378229100, 0.985195055,
2124.398660920, 0.986085845,
2124.419092639, 0.990146300,
2124.439524259, 0.991404202,
2124.480387800, 0.990374706,
2124.500819420, 0.994916648,
2124.521251241, 0.993118407,
2124.541682962, 0.999265872,
2124.562114683, 1.000192710,
2124.582546404, 1.000224924,
2124.602978126, 1.003006814,
2124.623409848, 1.003560585,
2124.643841570, 1.003635411,
2124.664273293, 1.006514656,
2124.684705015, 1.005719048,
2124.746000184, 1.014025251,
2124.766431908, 1.012394203,
2124.786863731, 1.010189257,
2124.807295455, 1.011875982,
2124.827727080, 1.016079681,
2124.848158904, 1.017841706,
2124.868590628, 1.017155310,
2124.889022253, 1.017974388,
2124.909454078, 1.018562498,
2124.929885804, 1.018578145,
2124.991180981, 1.007200249,
2125.011612807, 1.001149204,
2125.032044434, 0.998585963,
2125.052476160, 1.001952130,
2125.072907987, 1.001195040,
2125.093339614, 1.004184830,
2125.113771342, 1.007934584,
2125.134203170, 1.013448360,
2125.154634797, 1.012382052,
2125.175066625, 1.011617533,
2125.195498354, 1.009779225,
2125.215929982, 1.007492558,
2125.236361811, 1.005524097,
2125.256793540, 1.003808754,
2125.277225269, 1.001322423,
2125.297656999, 0.996336711,
2125.318088729, 0.989728273,
2125.338520459, 0.986034980,
2125.358952189, 0.982483114,
2125.379383919, 0.976840769,
2125.399815650, 0.968509023,
2125.461110843, 0.960306729,
2125.481542575, 0.967253941,
2125.501974407, 0.968370720,
2125.522406139, 0.978145747,
2125.542837771, 0.986471473,
2125.563269603, 0.988876362,
2125.583701336, 0.993612480,
2125.604132969, 0.997512746,
2125.624564802, 1.003715187,
2125.644996536, 1.004459986,
2125.665428170, 1.006058621,
2125.706291738, 1.007008901,
2125.726723572, 1.005033665,
2125.747155207, 1.003463901,
2125.767586942, 1.004447897,
2125.788018777, 1.003413048,
2125.808450412, 1.002406560,
2125.828882148, 1.006195693,
2125.849313984, 1.005980127,
2125.869745620, 1.006851792,
2125.890177457, 1.005926658,
2125.910609193, 1.006219932,
2125.951472667, 1.003809707,
2125.971904304, 1.006448435,
2125.992336142, 1.008502249,
2126.012767880, 1.006142669,
2126.033199618, 1.004161078,
2126.053631256, 1.005304239,
2126.074063095, 1.003688179,
2126.094494833, 1.002872591,
2126.114926572, 1.002419229,
2126.135358312, 1.000444727,
2126.155790051, 1.002823618,
2126.196653531, 0.998635273,
2126.217085271, 0.996379706,
2126.237517112, 0.995177928,
2126.257948752, 0.995442640,
2126.278380593, 0.994538791,
2126.298812334, 0.994592839,
2126.319243976, 0.995313410,
2126.339675818, 0.992666644,
2126.360107560, 0.993978673,
2126.380539202, 0.988261495,
2126.400971044, 0.993319609,
2126.441834430, 0.987980055,
2126.462266273, 0.988504407,
2126.482698016, 0.989037368,
2126.503129860, 0.986893430,
2126.523561504, 0.984568470,
2126.543993248, 0.987088730,
2126.564425093, 0.988237715,
2126.584856837, 0.989952607,
2126.605288482, 0.992596974,
2126.625720227, 0.988533326,
2126.687015564, 1.002596140,
2126.707447211, 1.006979809,
2126.727879057, 1.007279105,
2126.748310804, 1.003851476,
2126.768742450, 1.003428876,
2126.789174298, 1.003200435,
2126.809606045, 1.004532713,
2126.830037893, 1.006562802,
